"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.861700895E2,-7.374796649E0,2.795333071E0,2.592462462E0
1.861800595E2,-7.357478950E0,3.498843454E0,1.640670825E0
1.861900295E2,-7.498429007E0,4.306589518E0,7.520805717E-1
1.861999985E2,-7.875287903E0,4.745778856E0,-3.496833766E-1
1.862099685E2,-8.477753429E0,4.801304601E0,-2.833484691E-1
1.862199385E2,-8.971183001E0,4.216206767E0,7.720511520E-1
1.862299075E2,-9.436296262E0,3.454213118E0,1.355908499E0
1.862398775E2,-9.749193050E0,2.696491738E0,1.358528051E0
1.862498475E2,-9.504938480E0,2.006666179E0,1.533081472E0
1.862598165E2,-8.861149512E0,1.418742971E0,1.399736304E0
1.862697865E2,-8.348888397E0,1.002147859E0,1.004442306E0
1.862797555E2,-8.263596817E0,5.118243277E-1,5.906249142E-1
1.862897255E2,-8.166152968E0,7.855792701E-2,4.808311611E-1
1.862996955E2,-7.918435092E0,-2.843243694E-1,6.572024810E-1
1.863096645E2,-7.359624293E0,-5.809179515E-1,8.448817313E-1
1.863196345E2,-6.630571226E0,-7.763856930E-1,1.130724038E0
1.863296045E2,-5.860017546E0,-4.060259771E-1,1.661926038E0
1.863395735E2,-4.854551978E0,1.660948384E-1,2.400877272E0
1.863495438E2,-3.831878638E0,4.751809967E-1,3.781459851E0
1.863595138E2,-2.897902882E0,1.402129569E0,6.289121899E0
1.863694828E2,-1.560841713E0,4.499718373E0,1.008673001E1
1.863794528E2,-3.722922206E-2,8.385722347E0,1.351528233E1
1.863894218E2,3.317716886E0,7.339115185E0,1.502856279E1
1.863993918E2,7.271449451E0,5.826848046E0,1.629048314E1
1.864093618E2,1.041171240E1,5.917120285E0,1.703720532E1
1.864193308E2,1.130259769E1,5.051960410E0,1.502227352E1
1.864293008E2,9.889760699E0,3.712118306E0,1.132429554E1
1.864392708E2,8.808721622E0,2.370271776E0,8.246463890E0
1.864492398E2,8.082164147E0,1.124269881E0,5.807109600E0
1.864592098E2,7.138569721E0,-2.274648750E-1,3.871322200E0
1.864691788E2,5.699019726E0,-1.715062611E0,2.488672045E0
1.864791488E2,4.714264410E0,-2.811357073E0,1.526854772E0
1.864891188E2,4.647166149E0,-3.592695943E0,4.370828784E-1
1.864990878E2,4.931989578E0,-4.223789436E0,-7.340559447E-1
1.865090578E2,5.386034644E0,-4.640331046E0,-1.867365621E0
1.865190278E2,5.505300302E0,-4.889470380E0,-2.762076155E0
1.865289968E2,4.277416882E0,-5.635521888E0,-2.875672937E0
1.865389668E2,3.476513522E0,-6.447782587E0,-2.966112406E0
1.865489368E2,3.325059527E0,-6.661970190E0,-3.556571844E0
1.865589058E2,3.359075704E0,-6.960752385E0,-4.122998056E0
1.865688758E2,3.347120779E0,-7.281879129E0,-5.109398194E0
1.865788448E2,3.087218183E0,-7.427309323E0,-6.477837861E0
1.865888148E2,2.958894896E0,-7.213343915E0,-7.652398474E0
1.865987848E2,2.992900840E0,-6.964330881E0,-8.330364418E0
1.866087538E2,3.115053853E0,-6.879994150E0,-8.101327227E0
1.866187238E2,3.249735987E0,-7.203179115E0,-7.275381703E0
1.866286938E2,3.199886719E0,-7.089708633E0,-6.224262244E0
1.866386628E2,2.990479508E0,-7.386639014E0,-5.443405770E0
1.866486328E2,3.103737444E0,-7.653803560E0,-5.011816936E0
1.866586028E2,3.180195928E0,-7.450342090E0,-4.828065845E0
1.866685718E2,3.287149104E0,-7.484077016E0,-4.822936667E0
1.866785418E2,3.176945753E0,-7.331077017E0,-4.841258333E0
1.866885108E2,2.982025311E0,-7.202957506E0,-4.495345241E0
1.866984808E2,2.538087742E0,-6.801560184E0,-3.961575143E0
1.867084508E2,2.561052682E0,-5.691545230E0,-3.296011144E0
1.867184198E2,3.591490539E0,-4.498171785E0,-3.296750232E0
1.867283898E2,4.920745382E0,-3.341213629E0,-4.786840636E0
1.867383598E2,4.660242569E0,-1.529058588E0,-6.986964283E0
1.867483288E2,3.506446588E0,8.713076377E-1,-7.514157432E0
1.867582988E2,2.907375663E0,1.800840679E0,-5.358763815E0
1.867682678E2,4.039854743E0,2.102968651E-1,3.143036288E-1
1.867782378E2,4.945249894E0,-1.347069848E0,6.547322663E0
1.867882078E2,4.007295984E0,-1.371739250E0,1.231203293E1
1.867981768E2,3.572292376E0,6.183646899E-1,1.580006079E1
1.868081468E2,3.357846034E0,2.830182184E0,1.469463532E1
1.868181168E2,2.072899637E0,4.679906756E0,1.084890755E1
1.868280858E2,3.107520300E-1,5.466205818E0,7.306557303E0
1.868380558E2,4.928735018E-2,7.073888991E0,3.536027652E0
1.868480258E2,-1.567410475E-1,7.555710670E0,-2.693122280E-1
1.868579948E2,-6.892838144E-1,7.340885137E0,-2.132995858E0
1.868679648E2,-1.112549137E0,6.585476915E0,-2.694371830E0
1.868779338E2,-1.306044613E0,5.647530314E0,-2.335542238E0
1.868879038E2,-1.263043604E0,4.628162405E0,-1.225682235E0
1.868978738E2,-1.592002695E0,3.672101131E0,-2.618020642E-1
1.869078428E2,-3.179458594E0,2.312719971E0,9.055834311E-1
1.869178128E2,-4.749158839E0,1.744502757E0,2.049497033E0
1.869277828E2,-5.995927303E0,1.709794854E0,2.955656415E0
1.869377518E2,-7.099544234E0,2.247752143E0,3.033928413E0
1.869477218E2,-7.829380243E0,3.190149643E0,2.411429157E0
1.869576918E2,-8.426386224E0,3.790964793E0,1.859565436E0
1.869676608E2,-8.651456664E0,4.614078217E0,1.615083409E0
1.869776308E2,-9.072242183E0,4.399707305E0,1.804034429E0
1.869875998E2,-9.467178331E0,3.891693900E0,2.665847358E0
1.869975698E2,-9.732973459E0,3.167850702E0,2.681973394E0
1.870075398E2,-9.775033650E0,2.469266891E0,2.061642285E0
1.870175088E2,-9.769678770E0,1.587107406E0,1.601104470E0
1.870274788E2,-9.690927885E0,6.266601348E-1,1.552853247E0
1.870374488E2,-9.396876673E0,-4.774076164E-2,1.365543541E0
1.870474178E2,-9.105694689E0,-3.959114635E-1,9.823515254E-1
1.870573878E2,-8.638860592E0,-5.498055017E-1,7.123335385E-1
1.870673568E2,-7.822832531E0,-6.148271245E-1,4.854071921E-1
1.870773268E2,-6.815340317E0,-6.225898880E-1,8.074262220E-1
1.870872968E2,-5.510323645E0,-6.206375027E-1,1.991761626E0
1.870972658E2,-4.309126625E0,-3.714280021E-1,2.775932887E0
1.871072358E2,-3.781717713E0,9.165744424E-2,3.110969573E0
1.871172058E2,-3.213001732E0,6.266431779E-1,3.766153010E0
1.871271748E2,-2.402534373E0,1.650407608E0,5.756424766E0
1.871371448E2,-2.247960596E0,4.109997942E0,9.286528603E0
1.871471148E2,-1.297568489E0,6.178381482E0,1.239284145E1
1.871570838E2,3.476650054E0,4.738344998E0,1.282148797E1
1.871670538E2,7.673221579E0,4.661059425E0,1.429606337E1
1.871770228E2,9.746591624E0,4.264631653E0,1.553049012E1
1.871869928E2,9.990190136E0,3.491244412E0,1.440110743E1
1.871969628E2,9.123656166E0,2.209851660E0,1.111168844E1
1.872069318E2,8.656978775E0,1.119382778E0,7.582247089E0
1.872169018E2,7.781041896E0,-3.029442430E-3,4.953671638E0
1.872268718E2,6.299038192E0,-1.390476653E0,3.132701919E0
1.872368408E2,4.944183362E0,-2.850552129E0,1.906058401E0
1.872468108E2,4.362633911E0,-3.819568495E0,9.973718530E-1
1.872567798E2,4.303987800E0,-4.564993765E0,-1.367979491E-1
1.872667498E2,4.359650661E0,-5.244570617E0,-1.575527580E0
1.872767198E2,4.754814558E0,-5.849838129E0,-2.876154163E0
1.872866888E2,5.008972265E0,-6.477803947E0,-3.515287578E0
1.872966588E2,5.206162012E0,-6.904522635E0,-3.842360941E0
1.873066288E2,5.229825693E0,-7.482977740E0,-3.924439477E0
1.873165978E2,4.563486061E0,-7.661913064E0,-4.330523341E0
1.873265678E2,3.913447588E0,-7.849564832E0,-5.129599155E0
1.873365368E2,3.662204134E0,-7.694340552E0,-6.000809144E0
1.873465067E2,3.685961371E0,-7.224175882E0,-7.199523436E0
1.873564767E2,3.625987942E0,-6.558647550E0,-8.272456518E0
1.873664457E2,3.618702019E0,-6.032012810E0,-8.983768548E0
1.873764157E2,3.676049463E0,-5.570578033E0,-9.550004141E0
1.873863857E2,3.470853417E0,-5.543139389E0,-9.650674483E0
1.873963547E2,3.218462739E0,-5.784510112E0,-8.916743669E0
1.874063247E2,3.119065627E0,-6.051776399E0,-7.975701553E0
1.874162947E2,3.145628359E0,-6.099716551E0,-7.164786297E0
1.874262637E2,3.313677629E0,-6.003363792E0,-6.477667707E0
1.874362337E2,3.494724675E0,-5.899466372E0,-5.963858249E0
1.874462027E2,3.437732741E0,-5.391705859E0,-5.371414266E0
1.874561727E2,3.312272251E0,-4.835021693E0,-4.541745821E0
1.874661427E2,3.612856557E0,-4.268212488E0,-3.267992456E0
1.874761117E2,4.229735177E0,-3.290757421E0,-2.027174118E0
1.874860817E2,4.921471606E0,-1.954254076E0,-2.123643821E0
1.874960517E2,5.672945237E0,-7.420508426E-1,-3.737212801E0
1.875060207E2,5.473282118E0,1.051360365E0,-5.083077537E0
1.875159907E2,4.083992450E0,2.166378781E0,-4.957878125E0
1.875259597E2,3.958389580E0,2.432906565E0,-2.006897728E0
1.875359297E2,6.055853078E0,8.540051419E-1,3.470377454E0
1.875458997E2,6.694101809E0,-8.081916225E-1,8.517850125E0
1.875558687E2,4.653473833E0,-1.490648228E-1,1.252096330E1
1.875658387E2,3.125136207E0,1.158343361E0,1.286382298E1
1.875758087E2,1.101703137E0,2.251886124E0,1.079480677E1
1.875857777E2,-1.190593679E0,3.220086218E0,8.635185617E0
1.875957477E2,-2.910641626E0,3.464942467E0,7.332959236E0
1.876057167E2,-2.856943136E0,4.381511647E0,5.878651453E0
1.876156867E2,-2.923369845E0,4.470094625E0,4.367405823E0
1.876256567E2,-3.421414039E0,4.439304941E0,3.343511585E0
1.876356257E2,-3.402608809E0,4.511421576E0,2.084784395E0
1.876455957E2,-2.817522377E0,4.683834915E0,9.121194488E-1
1.876555657E2,-2.313823925E0,4.284754261E0,3.751018077E-1
1.876655347E2,-3.237337843E0,3.057175189E0,3.727927423E-1
1.876755047E2,-4.708227160E0,1.730288175E0,2.210364461E-2
1.876854737E2,-5.868009521E0,6.445736647E-1,-3.156572592E-1
1.876954437E2,-7.117444316E0,1.339012384E-1,1.911571741E-1
1.877054137E2,-7.301404737E0,8.008504432E-1,3.445156074E-1
1.877153827E2,-6.843218672E0,1.932132598E0,5.461989391E-1
1.877253527E2,-6.713455508E0,2.942144377E0,1.271262451E0
1.877353227E2,-6.868006774E0,3.860587882E0,2.029699531E0
1.877452917E2,-7.695225236E0,3.931483617E0,2.866819083E0
1.877552617E2,-8.823141441E0,3.614928226E0,3.710420859E0
1.877652307E2,-9.579708581E0,3.151511827E0,3.479804919E0
1.877752007E2,-1.039070102E1,2.218033669E0,3.224620734E0
1.877851707E2,-1.080536801E1,1.253003935E0,2.850305377E0
1.877951397E2,-1.079599376E1,5.026500463E-1,2.100013468E0
1.878051097E2,-1.070406500E1,-1.023695433E-1,1.537200251E0
1.878150797E2,-1.021215980E1,-4.481744617E-1,1.323078137E0
1.878250487E2,-9.392341572E0,-7.496247411E-1,1.439476320E0
1.878350187E2,-8.314906134E0,-8.845439798E-1,1.595019858E0
1.878449877E2,-6.999839267E0,-7.709226394E-1,2.074162343E0
1.878549577E2,-6.134380015E0,-7.686153281E-1,2.300273003E0
1.878649277E2,-5.504930173E0,-5.114764184E-1,1.959361619E0
1.878748967E2,-4.875184463E0,-2.193875313E-3,2.258986398E0
1.878848667E2,-3.514692332E0,6.603821969E-1,4.172970700E0
1.878948367E2,-1.797746918E0,2.402708620E0,7.959784262E0
1.879048057E2,-8.022122598E-1,5.579726002E0,1.353583295E1
1.879147757E2,2.357923626E0,6.934011898E0,1.611429952E1
1.879247447E2,7.698097388E0,3.932858883E0,1.543624470E1
1.879347147E2,1.010380271E1,4.100099775E0,1.670254344E1
1.879446847E2,1.101193260E1,3.881272407E0,1.545887342E1
1.879546537E2,1.032205354E1,3.227644914E0,1.291511826E1
1.879646237E2,9.965095056E0,1.719553272E0,1.054140248E1
1.879745937E2,9.509928494E0,3.656731725E-1,8.457250167E0
1.879845627E2,7.958862741E0,-7.240852726E-1,5.935239637E0
1.879945327E2,6.375073045E0,-2.114604610E0,3.610728171E0
1.880045017E2,5.435004491E0,-3.187373385E0,2.115399247E0
1.880144717E2,5.224542734E0,-3.771070518E0,9.469612527E-1
1.880244417E2,4.935830614E0,-4.307443212E0,-8.318050182E-1
1.880344107E2,4.693300095E0,-4.602697197E0,-2.729028862E0
1.880443807E2,4.724564281E0,-4.528519419E0,-4.056996440E0
1.880543507E2,4.719175779E0,-4.851824251E0,-4.969147464E0
1.880643197E2,4.512706209E0,-4.904517605E0,-5.220822151E0
1.880742897E2,4.252132645E0,-5.009400866E0,-5.588920748E0
1.880842587E2,3.929403178E0,-5.489780037E0,-5.853565729E0
1.880942287E2,3.137276781E0,-5.641880150E0,-6.374255605E0
1.881041987E2,2.459981512E0,-5.950961630E0,-7.118550024E0
1.881141677E2,2.403172304E0,-6.234376758E0,-7.287633959E0
1.881241377E2,2.323393771E0,-6.250888710E0,-7.411341746E0
1.881341077E2,2.152672615E0,-6.278717363E0,-7.938613833E0
1.881440767E2,2.169440968E0,-6.244197741E0,-8.556251130E0
1.881540467E2,2.339021916E0,-6.292948317E0,-8.802210163E0
1.881640157E2,2.788057673E0,-6.216990062E0,-8.577609839E0
1.881739857E2,2.984708891E0,-6.313701255E0,-8.100247246E0
1.881839557E2,2.717136794E0,-6.529246581E0,-7.343719282E0
1.881939247E2,2.514027911E0,-6.804162780E0,-6.077415270E0
1.882038947E2,2.257389523E0,-7.075937271E0,-4.840294127E0
1.882138647E2,2.230989929E0,-6.943014856E0,-4.188005061E0
1.882238337E2,2.828205825E0,-6.391727670E0,-3.482251394E0
1.882338037E2,3.664989747E0,-5.366699072E0,-3.009915068E0
1.882437727E2,4.465528534E0,-4.220916699E0,-3.918384685E0
1.882537427E2,4.836416838E0,-2.967675367E0,-6.528373007E0
1.882637127E2,3.998249465E0,-9.850470918E-1,-8.239132066E0
1.882736817E2,4.084557291E0,1.688967656E0,-7.114899607E0
1.882836517E2,5.827239225E0,2.182846879E0,-3.028740179E0
1.882936217E2,8.618405862E0,1.411527214E0,2.842134477E0
1.883035907E2,9.159011355E0,1.384989041E-1,8.921641297E0
1.883135607E2,7.261447788E0,6.362507379E-1,1.334921205E1
1.883235297E2,5.051766867E0,1.642476445E0,1.361772671E1
1.883334997E2,2.747422448E0,2.684370752E0,1.131105042E1
1.883434697E2,1.641212277E0,3.613271710E0,9.319758915E0
1.883534378E2,1.347917109E0,4.384297260E0,7.506111664E0
1.883634078E2,1.902688651E0,5.805534945E0,5.467859995E0
1.883733768E2,2.076093094E0,6.412257829E0,3.180414029E0
1.883833468E2,1.695873218E0,6.529044267E0,1.566653261E0
1.883933168E2,1.385534002E0,6.048363964E0,1.346982139E-1
1.884032858E2,4.686970192E-1,5.154976071E0,-7.528687763E-1
1.884132558E2,-1.374303839E0,3.571890380E0,-1.251438636E0
1.884232258E2,-3.650336625E0,1.826646196E0,-1.520222860E0
1.884331948E2,-4.717719530E0,1.087752558E0,-1.157813603E0
1.884431648E2,-6.093048386E0,4.089387676E-1,-3.403061968E-1
1.884531338E2,-7.900458997E0,2.871968141E-1,1.160068874E0
1.884631038E2,-8.762009971E0,8.164218709E-1,2.095361423E0
1.884730738E2,-8.916174150E0,1.827618003E0,2.347426119E0
1.884830428E2,-8.718619537E0,3.110506766E0,1.317389966E0
1.884930128E2,-8.515068605E0,4.260660224E0,-2.832391262E-3
1.885029828E2,-8.160776453E0,4.783600401E0,-1.768490374E-1
1.885129518E2,-7.532193754E0,4.727896024E0,4.870987916E-1
1.885229218E2,-7.515297055E0,4.219868293E0,1.320312989E0
1.885328908E2,-8.222431249E0,3.001396552E0,2.423955063E0
1.885428608E2,-8.921624925E0,1.692145033E0,2.865282435E0
1.885528308E2,-9.595988984E0,7.082983750E-1,2.244929107E0
1.885627998E2,-9.882559268E0,1.181137562E-2,1.442299356E0
1.885727698E2,-9.544786085E0,-4.033614010E-1,7.965287662E-1
1.885827398E2,-8.832677080E0,-5.214418280E-1,2.520348752E-1
1.885927088E2,-7.816992332E0,-6.162099910E-1,2.578797519E-2
1.886026788E2,-7.325953102E0,-9.066131258E-1,3.504055077E-1
1.886126478E2,-6.853357159E0,-1.193151836E0,1.432217587E0
1.886226178E2,-5.615031490E0,-1.536236629E0,2.679586560E0
1.886325878E2,-4.353880629E0,-1.296554582E0,3.877450082E0
1.886425568E2,-3.603771154E0,-7.145700985E-1,4.612944442E0
1.886525268E2,-2.956043793E0,1.856619608E-1,5.316665032E0
1.886624958E2,-2.759458649E0,2.606485839E0,6.782633332E0
1.886724658E2,-2.754590257E0,5.610257823E0,9.231993962E0
1.886824358E2,9.933542311E-1,4.600179970E0,1.088835053E1
1.886924048E2,5.463817815E0,3.667616901E0,1.349598768E1
1.887023748E2,7.786452910E0,4.122619742E0,1.698764432E1
1.887123448E2,9.532405776E0,3.772615938E0,1.849414669E1
1.887223138E2,9.300874747E0,1.773379816E0,1.702648153E1
1.887322838E2,8.116382053E0,1.044412118E-1,1.362306639E1
1.887422528E2,7.363564732E0,-1.029476575E0,9.873556895E0
1.887522228E2,6.564479563E0,-2.093641757E0,6.591133511E0
1.887621928E2,5.589002609E0,-3.234039429E0,4.130905246E0
1.887721618E2,5.403571613E0,-3.739393228E0,1.923879545E0
1.887821318E2,5.427101394E0,-4.116610558E0,-1.158310032E-1
1.887921008E2,4.940800163E0,-5.060285091E0,-1.820818861E0
1.888020708E2,4.814277526E0,-5.471394053E0,-3.170412952E0
1.888120408E2,4.821883584E0,-5.993465626E0,-4.128228976E0
1.888220098E2,5.056241741E0,-6.252804843E0,-4.408379602E0
1.888319798E2,5.057266758E0,-6.579954804E0,-4.287628167E0
1.888419498E2,4.720292889E0,-6.756406816E0,-4.208789574E0
1.888519188E2,4.373114752E0,-6.774222112E0,-4.901002259E0
1.888618888E2,4.272949609E0,-6.320633714E0,-6.246324373E0
1.888718578E2,4.366338414E0,-6.039117177E0,-7.864207429E0
1.888818278E2,3.767178904E0,-5.844956288E0,-9.044144558E0
1.888917978E2,3.186036420E0,-5.753859592E0,-1.026596938E1
1.889017668E2,3.138068786E0,-5.645246392E0,-1.096569867E1
1.889117368E2,3.341104286E0,-5.592712083E0,-1.085527868E1
1.889217058E2,3.755228365E0,-5.430775200E0,-1.026091388E1
1.889316758E2,3.792573362E0,-5.426257641E0,-9.426103395E0
1.889416458E2,3.204277978E0,-5.622453361E0,-8.385615343E0
1.889516148E2,2.676456546E0,-6.042027921E0,-6.890875819E0
1.889615848E2,2.619003266E0,-6.098537752E0,-5.471840780E0
1.889715548E2,2.548904214E0,-5.943082507E0,-4.292950888E0
1.889815238E2,2.787687837E0,-5.492925839E0,-3.590039552E0
1.889914938E2,3.364782294E0,-4.622304665E0,-3.266258757E0
1.890014628E2,4.197439836E0,-3.326251774E0,-3.912860236E0
1.890114328E2,4.960028147E0,-1.902313260E0,-5.466790540E0
1.890214028E2,5.064325517E0,-1.682553846E-1,-6.653350224E0
1.890313718E2,4.811365027E0,2.122073259E0,-6.938901340E0
1.890413418E2,4.293109055E0,3.433144723E0,-5.232127157E0
1.890513108E2,5.447250314E0,2.997361681E0,-1.021041967E0
1.890612808E2,6.294077414E0,8.795019257E-1,4.407432353E0
1.890712508E2,5.674726299E0,-4.796313125E-1,8.800331452E0
1.890812198E2,3.837853615E0,-3.354682106E-1,1.249712070E1
1.890911898E2,3.062383011E0,1.195654444E0,1.374375409E1
1.891011598E2,2.493946819E0,2.597848917E0,1.303236780E1
1.891111288E2,1.789494157E0,3.685767828E0,1.189897276E1
1.891210988E2,8.417838764E-1,4.744720218E0,9.505461221E0
1.891310678E2,5.601521498E-1,5.663610742E0,5.885251790E0
1.891410378E2,-2.239881206E-1,5.694743657E0,3.691818527E0
1.891510078E2,-5.482548201E-1,5.750786880E0,1.836794624E0
1.891609768E2,-8.019421184E-1,5.456419918E0,2.553631103E-1
1.891709468E2,-1.336700980E0,4.838237076E0,-6.946907347E-1
1.891809158E2,-2.431268175E0,3.699152690E0,-1.117252053E0
1.891908858E2,-3.593740840E0,2.576148731E0,-8.324949896E-1
1.892008558E2,-4.661620758E0,1.427367906E0,-1.281171727E-1
1.892108248E2,-6.088150173E0,4.109031397E-1,1.013303761E0
1.892207948E2,-7.198615363E0,1.115590274E-2,2.396577814E0
1.892307648E2,-7.709821056E0,1.094130993E-1,3.092735031E0
1.892407338E2,-7.748606222E0,7.323538202E-1,2.662706233E0
1.892507038E2,-7.904629816E0,1.294410993E0,1.627121072E0
1.892606728E2,-8.499129095E0,1.589149838E0,3.332795978E-1
1.892706428E2,-9.030548612E0,1.614872324E0,-1.046652771E0
1.892806128E2,-9.268002870E0,1.301176221E0,-2.077749025E0
1.892905818E2,-9.267944983E0,7.975754178E-1,-2.662506843E0
1.893005518E2,-9.136200197E0,1.919026941E-1,-2.739093089E0
1.893105208E2,-9.166873521E0,-4.755762684E-1,-2.297278644E0
1.893204908E2,-9.413584507E0,-1.075821022E0,-1.896247358E0
1.893304608E2,-9.626135473E0,-1.326556646E0,-1.948764710E0
1.893404298E2,-9.530705405E0,-1.316371965E0,-1.587121439E0
1.893504008E2,-9.340962088E0,-1.228553218E0,-5.085750300E-1
1.893603708E2,-8.900922858E0,-1.176497211E0,9.275403106E-1
1.893703398E2,-7.805577983E0,-9.697279716E-1,2.255535371E0
1.893803098E2,-6.462938570E0,-9.075609595E-1,3.876834955E0
1.893902788E2,-4.777290963E0,-7.268527597E-1,5.429299947E0
1.894002488E2,-3.265272331E0,-7.539282918E-2,5.928952711E0
1.894102188E2,-2.524942617E0,5.126809448E-1,5.042789637E0
1.894201878E2,-2.274859834E0,1.374282205E0,3.660237715E0
1.894301578E2,-1.615750576E0,3.252878573E0,3.725233026E0
1.894401268E2,-1.327316784E0,5.635237128E0,6.261106135E0
1.894500968E2,-5.677704871E-2,6.104734046E0,9.545304734E0
1.894600668E2,3.231284806E0,4.227094867E0,1.267558941E1
1.894700358E2,6.421786451E0,3.104551084E0,1.546792491E1
1.894800058E2,7.911817213E0,2.321360986E0,1.700948251E1
1.894899758E2,8.843327783E0,2.093262273E0,1.524392276E1
1.894999448E2,8.521519838E0,1.274965492E0,1.134730784E1
1.895099148E2,7.718621700E0,5.327871805E-1,8.074752801E0
1.895198838E2,6.882509623E0,-6.078519809E-1,5.318697524E0
1.895298538E2,5.963957067E0,-1.082102686E0,2.648386402E0
1.895398238E2,4.821816048E0,-2.146740323E0,4.418343258E-1
1.895497928E2,3.353372037E0,-3.146358676E0,-9.490276587E-1
1.895597628E2,2.912439937E0,-3.735864433E0,-1.952810984E0
1.895697318E2,3.515177066E0,-4.087418919E0,-2.605507600E0
1.895797018E2,4.230044788E0,-4.462854018E0,-2.979843423E0
1.895896718E2,4.688179104E0,-4.885005446E0,-3.274868782E0
1.895996408E2,4.689685347E0,-5.371896662E0,-3.788298755E0
1.896096108E2,4.541544676E0,-5.830289133E0,-4.443494471E0
1.896195798E2,4.223695004E0,-6.196465166E0,-5.007040930E0
1.896295498E2,3.772342288E0,-6.621044943E0,-5.699851785E0
1.896395198E2,3.279803539E0,-6.919839417E0,-6.397157979E0
1.896494888E2,3.017894179E0,-7.064145191E0,-7.048250120E0
1.896594588E2,3.029686258E0,-6.955392827E0,-7.550594941E0
1.896694288E2,3.271991951E0,-6.588608683E0,-8.121042868E0
1.896793978E2,3.683430696E0,-6.210283306E0,-8.539284264E0
1.896893678E2,4.188962543E0,-6.041892266E0,-8.560537723E0
1.896993368E2,4.370009004E0,-6.043141231E0,-8.191049827E0
1.897093068E2,4.087772675E0,-6.281554433E0,-7.517982681E0
1.897192768E2,3.863512074E0,-6.538450098E0,-6.395005619E0
1.897292458E2,3.720187171E0,-6.738342428E0,-5.143792101E0
1.897392158E2,3.484280378E0,-6.637435273E0,-4.023279641E0
1.897491848E2,3.837423845E0,-6.282277148E0,-3.069305238E0
1.897591548E2,3.971983772E0,-5.469454531E0,-2.364074897E0
1.897691248E2,4.285275832E0,-4.176117672E0,-3.237173536E0
1.897790938E2,4.593155418E0,-3.027002971E0,-6.292783425E0
1.897890638E2,3.786986932E0,-1.465801070E0,-8.325393700E0
1.897990328E2,3.663491983E0,7.918638575E-1,-7.813735433E0
1.898090028E2,4.701015497E0,1.603018264E0,-4.011970541E0
1.898189728E2,6.897196659E0,1.333583245E0,1.800912015E0
1.898289418E2,8.077097535E0,2.586925149E-2,6.439482465E0
1.898389118E2,6.962673780E0,-9.942862773E-1,9.862641313E0
1.898488818E2,5.263843625E0,4.098050326E-1,1.147466020E1
1.898588508E2,3.393984166E0,1.966950721E0,9.769127378E0
1.898688208E2,2.296119726E0,3.543095182E0,7.937739674E0
1.898787898E2,1.767035587E0,4.268212488E0,7.994378144E0
1.898887598E2,1.710394194E0,5.457050248E0,7.834626365E0
1.898987298E2,1.421237685E0,5.756866815E0,6.725614209E0
1.899086988E2,4.220800924E-1,5.584533582E0,5.869429225E0
1.899186688E2,-2.708459526E-1,5.341823847E0,4.538361452E0
1.899286378E2,-7.615998387E-1,4.938548985E0,3.090369247E0
1.899386078E2,-1.484819723E0,4.218184295E0,1.604029832E0
1.899485778E2,-2.647078965E0,3.128132905E0,4.318940592E-1
1.899585468E2,-3.813309050E0,2.291063054E0,-2.314456594E-1
1.899685168E2,-4.942102922E0,1.516156121E0,-2.450848746E-1
1.899784858E2,-5.741113247E0,9.706591406E-1,4.598297167E-1
1.899884558E2,-6.301824390E0,8.248205191E-1,1.896585912E0
1.899984258E2,-6.696294515E0,9.721039876E-1,3.157298816E0
1.900083948E2,-7.292345061E0,1.377836435E0,3.683984427E0
1.900183648E2,-8.210098302E0,1.784003037E0,3.815435098E0
1.900283338E2,-8.823403981E0,2.146570461E0,3.791577873E0
1.900383038E2,-9.367965115E0,2.352455310E0,3.848700492E0
1.900482738E2,-9.924245238E0,2.457178942E0,3.760453729E0
1.900582428E2,-1.021576636E1,2.391097219E0,2.929515268E0
1.900682128E2,-1.073272922E1,1.950930227E0,1.446910470E0
1.900781818E2,-1.087109890E1,1.481192988E0,1.274885970E-1
1.900881518E2,-1.051599983E1,8.612372705E-1,-4.409408712E-1
1.900981218E2,-1.039924263E1,2.042157608E-1,-6.802159524E-1
1.901080908E2,-1.019938129E1,-2.944499928E-1,-6.033765221E-1
1.901180608E2,-9.814228706E0,-7.598135144E-1,1.440169215E-2
1.901280308E2,-8.969355746E0,-8.135622901E-1,6.515610874E-1
1.901379998E2,-7.795663444E0,-7.226497811E-1,1.463385585E0
1.901479698E2,-6.305056731E0,-8.525854379E-1,2.629212213E0
1.901579388E2,-4.848422926E0,-1.036666896E0,3.607431511E0
1.901679088E2,-3.883211929E0,-1.185544024E0,4.138206664E0
1.901778788E2,-3.271452253E0,-1.191983562E0,4.049806704E0
1.901878478E2,-2.220557912E0,-9.987102807E-1,3.796435740E0
1.901978178E2,-9.859151110E-1,3.425918734E-1,4.747961914E0
1.902077868E2,-1.183283782E0,3.308382098E0,7.269104717E0
1.902177568E2,3.847865510E-1,3.566185836E0,7.921852205E0
1.902277268E2,5.599772011E0,1.348466747E0,8.199831761E0
1.902376958E2,8.240737127E0,1.989596402E0,1.132529892E1
1.902476658E2,9.047836490E0,1.752826853E0,1.290515812E1
1.902576348E2,1.008478522E1,2.216752544E0,1.223676056E1
1.902676048E2,1.030039428E1,6.064112270E-1,1.099450439E1
1.902775748E2,8.358919880E0,-1.256615760E0,1.028432613E1
